Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Number of doctoral degrees awarded in academic year 2013,Number of doctoral degrees awarded in academic year 2014,Number of doctoral degrees awarded in academic year 2015,Number of doctoral degrees awarded in academic year 2016,Number of doctoral degrees awarded in academic year 2017,Number of doctoral degrees awarded in academic year 2018,Number of doctoral degrees awarded in academic year 2019
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,20,24,23,28,17,25,18
10007788,University of Cambridge,B,12,Engineering,,,,187,181,184,206,195,192,173
10007788,University of Cambridge,C,13,"Architecture, Built Environment and Planning",,,,17,12,26,25,30,17,26
10007788,University of Cambridge,C,14,Geography and Environmental Studies,,,,26,17,17,25,26,10,16
10007788,University of Cambridge,C,15,Archaeology,,,,24,15,20,18,16,20,15
10007788,University of Cambridge,C,16,Economics and Econometrics,,,,13,12,9,12,15,11,10
10007788,University of Cambridge,C,17,Business and Management Studies,,,,17,15,11,7,4,7,6
10007788,University of Cambridge,C,18,Law,,,,25,30,17,18,23,30,21
10007788,University of Cambridge,C,19,Politics and International Studies,,,,32,18,29,31,24,23,23
10007788,University of Cambridge,C,21,Sociology,,,,10,14,17,18,14,21,22
10007788,University of Cambridge,C,22,Anthropology and Development Studies,,,,9,12,15,13,10,7,9
10007788,University of Cambridge,C,23,Education,,,,25,29,23,33,32,47,45
10007788,University of Cambridge,D,25,Area Studies,,,,13,6,10,11,8,14,7
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,24,44,38,30,34,41,30
10007788,University of Cambridge,D,27,English Language and Literature,,,,20,22,19,17,17,24,12
10007788,University of Cambridge,D,28,History,,,,39,52,49,40,55,46,49
10007788,University of Cambridge,D,29,Classics,,,,10,10,9,18,13,12,8
10007788,University of Cambridge,D,30,Philosophy,,,,23,7,14,15,11,14,17
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,12,17,19,19,13,23,18
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,12,11,8,7,4,10,9
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,6,11,8,5,7,9,5
10001143,CCCU,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,1,4,3,3,4,2,0
10001143,CCCU,A,4,"Psychology, Psychiatry and Neuroscience",,,,0,30,39,27,40,25,42
10001143,CCCU,A,5,Biological Sciences,,,,0,3,1,3,1,0,4
10001143,CCCU,C,18,Law,,,,0,1,1,1,0,3,1
10001143,CCCU,C,19,Politics and International Studies,,,,0,0,0,0,4,3,4
10001143,CCCU,C,23,Education,,,,2,13,13,9,18,23,25
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,2,6,2,3,3,5,3
10001143,CCCU,D,27,English Language and Literature,,,,0,4,1,0,2,2,2
10001143,CCCU,D,28,History,,,,2,1,0,0,2,4,1
10001143,CCCU,D,31,Theology and Religious Studies,,,,2,3,3,2,1,0,2
10001143,CCCU,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,1,3,1,2,1,0,5
10001143,CCCU,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,0,1,2,1,1,4,2
10007854,Cardiff Metropolitan University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,8,5,6,9,6,10,5
10007854,Cardiff Metropolitan University,C,17,Business and Management Studies,,,,8,6,21,20,36,30,20
10007854,Cardiff Metropolitan University,C,23,Education,,,,4,5,2,4,2,0,5
10007854,Cardiff Metropolitan University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,7,3,11,4,10,8,6
10007854,Cardiff Metropolitan University,D,32,"Art and Design: History, Practice and Theory",,,,6,6,11,4,4,2,3
10007814,Cardiff University,A,1,Clinical Medicine,,,,43.5,44.5,30,40.5,39.5,38,31
10007814,Cardiff University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,50.5,37.5,43,44,42.5,44,41.5
10007814,Cardiff University,A,4,"Psychology, Psychiatry and Neuroscience",,,,52.5,49.5,61.5,76,56.5,57,70
10007814,Cardiff University,A,5,Biological Sciences,,,,30.5,38.5,26.5,22.5,29.5,19.5,35
10007814,Cardiff University,B,7,Earth Systems and Environmental Sciences,,,,10,18.5,10,8.5,12.5,9,9
10007814,Cardiff University,B,8,Chemistry,,,,28.5,29,25,24,31,34,43.5
10007814,Cardiff University,B,9,Physics,,,,10,10,8,13,13.5,18.5,13
10007814,Cardiff University,B,10,Mathematical Sciences,,,,5,6,2,6.5,9,8,10
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,6.5,9,7.5,13.5,8.5,8.5,9
10007814,Cardiff University,B,12,Engineering,,,,52,59,37.5,72,82,68,45.5
10007814,Cardiff University,C,13,"Architecture, Built Environment and Planning",,,,9,7,11,10,14,13.5,8
10007814,Cardiff University,C,14,Geography and Environmental Studies,,,,6,13,6,6,12,7.5,5
10007814,Cardiff University,C,15,Archaeology,,,,4,4,9,6,2,6,2
10007814,Cardiff University,C,17,Business and Management Studies,,,,22,32,19,21,19.5,23,10
10007814,Cardiff University,C,18,Law,,,,1,2,3.5,5.5,6,0,4
10007814,Cardiff University,C,19,Politics and International Studies,,,,0,3.5,4,3,4,2.5,2.5
10007814,Cardiff University,C,21,Sociology,,,,17.5,13.5,11.5,13.5,14.5,14.5,14.5
10007814,Cardiff University,C,23,Education,,,,6.5,11,7.5,11.5,7.5,8,2.5
10007814,Cardiff University,D,26,Modern Languages and Linguistics,,,,2.5,5.5,1,9,8.5,8.5,3
10007814,Cardiff University,D,27,English Language and Literature,,,,17,20.5,16,16.5,15,26.5,13
10007814,Cardiff University,D,28,History,,,,4,9.5,5,10,4,3.6,9
10007814,Cardiff University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,5,4,3,3,3,7,10
10007814,Cardiff University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,6.5,9,4.5,6.5,7,5,7
10007141,University of Central Lancashire,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,6,16.75,20.5,11.5,19.75,25.25,25.75
10007141,University of Central Lancashire,A,4,"Psychology, Psychiatry and Neuroscience",,,,2,3,2.75,0.25,4.75,4.25,12.5
10007141,University of Central Lancashire,B,9,Physics,,,,3,0.75,5.25,2.75,7.25,4,6
10007141,University of Central Lancashire,B,10,Mathematical Sciences,,,,0,0,0,0,0,0.25,1
10007141,University of Central Lancashire,B,11,Computer Science and Informatics,,,,0,1.5,2.25,1.25,2,2.75,0.25
10007141,University of Central Lancashire,B,12,Engineering,,,,10.25,16.25,11,10.75,9.5,5,8.75
10007141,University of Central Lancashire,C,15,Archaeology,,,,1,1,3,1.75,0,0,0
10007141,University of Central Lancashire,C,17,Business and Management Studies,,,,7,3.25,3.25,9.25,8.5,9.75,9.25
10007141,University of Central Lancashire,C,18,Law,,,,0,0.75,6.5,3,6.75,4.25,8.25
10007141,University of Central Lancashire,C,20,Social Work and Social Policy,,,,1,3.5,3,4,4.25,2.5,6
10007141,University of Central Lancashire,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,13,12.75,10.5,9,8.5,18.25,17
10007141,University of Central Lancashire,D,25,Area Studies,,,,0,0,0.75,0,1.5,1,0
10007141,University of Central Lancashire,D,26,Modern Languages and Linguistics,,,,1.75,2,1,4.5,9.25,9,4.25
10007141,University of Central Lancashire,D,27,English Language and Literature,,,,0,0.25,0,0,1.25,1.25,1
10007141,University of Central Lancashire,D,28,History,,,,3,3,4.25,0,4,0,1
10007141,University of Central Lancashire,D,30,Philosophy,,,,2,0.25,3,1,2,2.25,1
10007141,University of Central Lancashire,D,32,"Art and Design: History, Practice and Theory",,,,0,0,0,0,1.5,0.25,0
10007141,University of Central Lancashire,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,0,0,0,0.25,0.25,0.25,0
10007141,University of Central Lancashire,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,0,0,2,0.75,1,2.75,3
10007848,University of Chester,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,1,1.75,9.65,3.3,8,6.3,7.1
10007848,University of Chester,A,4,"Psychology, Psychiatry and Neuroscience",,,,0,2.25,0.2,1,0,2,0
10007848,University of Chester,A,5,Biological Sciences,,,,1,0,2.6,0.8,1.1,1.7,2.4
10007848,University of Chester,B,8,Chemistry,,,,0,0,0,0,0,0.7,0.6
10007848,University of Chester,B,10,Mathematical Sciences,,,,0,0,2,0,0,0,1.8
10007848,University of Chester,B,11,Computer Science and Informatics,,,,0,0,0,0,1,2.85,1
10007848,University of Chester,B,12,Engineering,,,,0,0,0,0,0,0.35,0.6
10007848,University of Chester,C,14,Geography and Environmental Studies,,,,0,0,0.7,0,0.2,1.4,1
10007848,University of Chester,C,15,Archaeology,,,,0,0,2.6,0,0,0,1
10007848,University of Chester,C,17,Business and Management Studies,,,,3,5.9,5,4,2.3,13.8,7
10007848,University of Chester,C,20,Social Work and Social Policy,,,,0,0.1,1.25,1,3.1,1.6,6
10007848,University of Chester,C,23,Education,,,,0,3,2.7,2.6,2.1,6.05,11.5
10007848,University of Chester,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,3,4,3.9,1,1,2.7,3
10007848,University of Chester,D,25,Area Studies,,,,0,0,0,0,0,0.9,1.8
10007848,University of Chester,D,27,English Language and Literature,,,,0,1,1,0.9,0,2.3,0
10007848,University of Chester,D,28,History,,,,2,1,1.4,0,1,2,1
10007848,University of Chester,D,31,Theology and Religious Studies,,,,1,14,9,6,10,5,12
10007848,University of Chester,D,32,"Art and Design: History, Practice and Theory",,,,0,0.9,0,0,0.2,0.35,0
10007848,University of Chester,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,1,0.1,1,2.4,2,0,0.2
10007137,University of Chichester,A,4,"Psychology, Psychiatry and Neuroscience",,,,0,0,0,1.3,1,0,1
10007137,University of Chichester,B,12,Engineering,,,,0,0,0,0,0,1,1
10007137,University of Chichester,C,17,Business and Management Studies,,,,0,0,0,0,0,0,1
10007137,University of Chichester,C,20,Social Work and Social Policy,,,,0,1,0,1,1,0,1
10007137,University of Chichester,C,23,Education,,,,0,0,0,0,0,0,0
10007137,University of Chichester,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,2,3,0,0.7,4,5,3.5
10007137,University of Chichester,D,27,English Language and Literature,,,,1.6,1,2,0.5,6,2,2
10007137,University of Chichester,D,28,History,,,,2.4,1,1,1.5,1,1,0
10007137,University of Chichester,D,31,Theology and Religious Studies,,,,1,0,1,0,0,0,3
10007137,University of Chichester,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,3,0,2,0,1,0,6.5
10001478,"City, University of London",A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,6.5,12.5,21.16,19.2,21,16.5,18.5
10001478,"City, University of London",A,4,"Psychology, Psychiatry and Neuroscience",,,,32.5,47.5,39.25,49.5,48,56.5,27.5
10001478,"City, University of London",B,10,Mathematical Sciences,,,,4,3.5,2,4.5,2.7,1,4
10001478,"City, University of London",B,11,Computer Science and Informatics,,,,3,8,10.5,6.25,9.9,9.6,9.7
10001478,"City, University of London",B,12,Engineering,,,,17,24,25,33.3,35.6,32.4,26.6
10001478,"City, University of London",C,16,Economics and Econometrics,,,,4,1,3,1,4,2,5
10001478,"City, University of London",C,17,Business and Management Studies,,,,13.5,22,11.08,16.75,16,13,13.5
10001478,"City, University of London",C,18,Law,,,,3.5,1.5,3,6,4.5,8,4
10001478,"City, University of London",C,19,Politics and International Studies,,,,0,0,2.5,3.5,6,2,2
10001478,"City, University of London",C,21,Sociology,,,,7,10.5,1.84,10,12,11,7
10001478,"City, University of London",D,27,English Language and Literature,,,,0,0,2,1,0,0,0
10001478,"City, University of London",D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,4,6,8.17,4.5,6,2,1
10001478,"City, University of London",D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,3,5.5,7,3,5.3,3,1.2
10007761,Courtauld Institute of Art,D,32,"Art and Design: History, Practice and Theory",,,,17,24,19,26,17,16,16
10001726,Coventry University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,9,5,6,6,6,11,14
10001726,Coventry University,A,4,"Psychology, Psychiatry and Neuroscience",,,,2,5,4,6,8,12,7
10001726,Coventry University,B,10,Mathematical Sciences,,,,2,1,1,3,4,2,4
10001726,Coventry University,B,12,Engineering,,,,19,23,32,32,18,27,35
10001726,Coventry University,C,14,Geography and Environmental Studies,,,,9,1,2,2,7,5,11
10001726,Coventry University,C,17,Business and Management Studies,,,,9,7,12,8,13,18,21
10001726,Coventry University,C,19,Politics and International Studies,,,,4,9,5,3,9,10,16
10001726,Coventry University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,1,3,1,1,1,2,3
10001726,Coventry University,D,32,"Art and Design: History, Practice and Theory",,,,7,4,4,4,12,6,8
10001726,Coventry University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,0,3,1,1,5,5,3
10007822,Cranfield University,A,6,"Agriculture, Food and Veterinary Sciences",,,,29,22.5,24.5,23,28.16,29.83,22.5
10007822,Cranfield University,B,12,Engineering,,,,109.5,108.5,112.5,99,136.84,112.17,111.16
10007822,Cranfield University,C,17,Business and Management Studies,,,,21.5,20,22,20,21,23,16.33
10007842,University of Cumbria,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,2,1,1,1,3,1,1
10007842,University of Cumbria,C,14,Geography and Environmental Studies,,,,2,0,2,0,2,0,3
10007842,University of Cumbria,C,17,Business and Management Studies,,,,0,0,2,0,1,1,3
10007842,University of Cumbria,C,20,Social Work and Social Policy,,,,1,1,0,0,0,0,1
10007842,University of Cumbria,C,23,Education,,,,1,2,2,3,7,2,2
10007842,University of Cumbria,D,32,"Art and Design: History, Practice and Theory",,,,1,3,0,0,0,0,2
10001883,De Montfort University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,9,9,7,6,16,13,21
10001883,De Montfort University,A,4,"Psychology, Psychiatry and Neuroscience",,,,0,1,0,0,2,0,0
10001883,De Montfort University,B,11,Computer Science and Informatics,,,,23,24,16,16,14,11,12
10001883,De Montfort University,B,12,Engineering,,,,8,9,9,5,5,10,8
10001883,De Montfort University,C,13,"Architecture, Built Environment and Planning",,,,3,9,4,11,5,8,4
10001883,De Montfort University,C,17,Business and Management Studies,,,,7,5,8,5,13,7,5
10001883,De Montfort University,C,18,Law,,,,0,1,2,0,3,2,2
10001883,De Montfort University,C,20,Social Work and Social Policy,,,,3,5,3,5,4,8,2
10001883,De Montfort University,D,27,English Language and Literature,,,,4,3,4,3,5,3,2
10001883,De Montfort University,D,28,History,,,,1,3,3,0,5,1,2
10001883,De Montfort University,D,32,"Art and Design: History, Practice and Theory",,,,3,4,6,7,8,10,5
10001883,De Montfort University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,2,6,8,6,8,7,6
10001883,De Montfort University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,0,3,0,0,1,1,4
10007851,University of Derby,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,0,0,1,1,3,0,5
10007851,University of Derby,A,4,"Psychology, Psychiatry and Neuroscience",,,,3,1,3,3,5,2,0
10007851,University of Derby,B,7,Earth Systems and Environmental Sciences,,,,3,0,1,1,2,2,5
10007851,University of Derby,B,11,Computer Science and Informatics,,,,1,2,1,1,5,3,1
10007851,University of Derby,B,12,Engineering,,,,0,2,2,2,1,3,5
10007851,University of Derby,C,17,Business and Management Studies,,,,2,1,2,2,5,6,4
10007851,University of Derby,C,20,Social Work and Social Policy,,,,1,3,0,0,0,2,0
10007851,University of Derby,C,23,Education,,,,0,2,2,0,0,1,3
10007851,University of Derby,D,32,"Art and Design: History, Practice and Theory",,,,0,0,0,3,1,2,2
10007851,University of Derby,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,2,0,2,4,3,0,1
10007852,University of Dundee,A,1,Clinical Medicine,,,,22.5,24.4,16.2,24.5,16,20.8,15
10007852,University of Dundee,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,8,8,5.5,8,9,1.5,15
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,6,7.2,4,5.5,6,2,3
10007852,University of Dundee,A,5,Biological Sciences,,,,37,44.8,36.3,52.5,40.5,38.45,33
10007852,University of Dundee,B,10,Mathematical Sciences,,,,2,4,2,3,6.5,2.55,3
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,3.5,4,4,2,5,2,4
10007852,University of Dundee,B,12,Engineering,,,,23,26.1,22,17,15,14.7,15
10007852,University of Dundee,C,14,Geography and Environmental Studies,,,,3,3,7,7,7,6,7
10007852,University of Dundee,C,17,Business and Management Studies,,,,16,12.5,9,10,8,9,2
10007852,University of Dundee,C,18,Law,,,,10,7.5,7,8,6,16,9
10007852,University of Dundee,C,20,Social Work and Social Policy,,,,5,0,2,1,4,3,5
10007852,University of Dundee,C,23,Education,,,,5,7,5,5,4,8,11
10007852,University of Dundee,D,27,English Language and Literature,,,,1,2,4,3,2,3,3
10007852,University of Dundee,D,28,History,,,,3,3,6,1,1,3.45,0.5
10007852,University of Dundee,D,30,Philosophy,,,,1,1,1,1,2,1,3.4
10007852,University of Dundee,D,32,"Art and Design: History, Practice and Theory",,,,5,4.5,7,5.5,7,7.55,7.1
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,2.3,7.5,5.3,4.8,7,5.5,5.5
10007143,University of Durham,A,5,Biological Sciences,,,,13.9,8.1,17.1,11.5,10.7,15.6,14
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,17.2,11,10.4,17.7,18.3,14.5,10.7
10007143,University of Durham,B,8,Chemistry,,,,21.1,23.5,27.6,39.6,37.2,30.5,23
10007143,University of Durham,B,9,Physics,,,,24.2,25.4,27.9,35.3,29.1,36.7,31.8
10007143,University of Durham,B,10,Mathematical Sciences,,,,12.5,14.5,16.3,9.2,17.5,20.1,9.4
10007143,University of Durham,B,11,Computer Science and Informatics,,,,6,4.9,12.3,7,3.1,4.6,8.9
10007143,University of Durham,B,12,Engineering,,,,18.2,16.3,13.9,7.4,9.5,13.3,10.2
10007143,University of Durham,C,14,Geography and Environmental Studies,,,,19.5,14.6,17,20.9,24.6,20.9,9.4
10007143,University of Durham,C,15,Archaeology,,,,16,14.5,9.6,13.2,14.3,11.5,11.6
10007143,University of Durham,C,17,Business and Management Studies,,,,34.8,42,32.3,38.5,34.8,35.3,27.3
10007143,University of Durham,C,18,Law,,,,9,7.7,11.8,19.5,12,4.3,13.5
10007143,University of Durham,C,19,Politics and International Studies,,,,22.3,16.3,13.6,15.9,13.3,13.3,12.5
10007143,University of Durham,C,21,Sociology,,,,5.7,8.4,11.4,11.4,5.4,9.5,6
10007143,University of Durham,C,22,Anthropology and Development Studies,,,,14.2,10.9,7.5,12.9,9.5,12.7,7.7
10007143,University of Durham,C,23,Education,,,,16.6,24.2,17.9,25.2,17,26.6,16
10007143,University of Durham,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,1.1,1.7,1.5,1.6,0,2.3,2.6
10007143,University of Durham,D,26,Modern Languages and Linguistics,,,,5.6,9.1,7.5,11.5,9,8,9
10007143,University of Durham,D,27,English Language and Literature,,,,8.5,17.6,6.8,15.2,17.5,17.8,13
10007143,University of Durham,D,28,History,,,,3,5.3,9.7,8,6.5,12.5,5.2
10007143,University of Durham,D,29,Classics,,,,10,1,5,4.8,5,3.6,3.2
10007143,University of Durham,D,30,Philosophy,,,,7.4,11,6,4,12,9.5,9
10007143,University of Durham,D,31,Theology and Religious Studies,,,,19,24,26.7,30,18,24.9,23.6
10007143,University of Durham,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,3.5,10,10.2,7.5,3,3.5,4.2
10007789,University of East Anglia,A,1,Clinical Medicine,,,,6,7,5,6,11,16,9
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,5,4,4,2,5,3,5
10007789,University of East Anglia,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,23,14,17,18,12,15,14
10007789,University of East Anglia,A,4,"Psychology, Psychiatry and Neuroscience",,,,23,26,20,23,22,29,28
10007789,University of East Anglia,A,5,Biological Sciences,,,,46,48,29,40,34,42,45
10007789,University of East Anglia,A,6,"Agriculture, Food and Veterinary Sciences",,,,5,5,7,4,4,3,4
10007789,University of East Anglia,B,7,Earth Systems and Environmental Sciences,,,,40,38,28,21,14,24,9
10007789,University of East Anglia,B,8,Chemistry,,,,21,20,18,15,12,11,7
10007789,University of East Anglia,B,10,Mathematical Sciences,,,,4,7,6,6,3,5,5
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,8,13,17,16,8,5,7
10007789,University of East Anglia,C,16,Economics and Econometrics,,,,10,6,4,7,6,5,7
10007789,University of East Anglia,C,17,Business and Management Studies,,,,4,10,4,8,8,6,9
10007789,University of East Anglia,C,18,Law,,,,5,6,2,4,2,3,5
10007789,University of East Anglia,C,19,Politics and International Studies,,,,3,4,3,3,6,2,3
10007789,University of East Anglia,C,20,Social Work and Social Policy,,,,2,3,0,2,2,2,1
10007789,University of East Anglia,C,22,Anthropology and Development Studies,,,,14,8,11,9,15,7,8
10007789,University of East Anglia,C,23,Education,,,,8,13,8,13,11,9,11
10007789,University of East Anglia,D,25,Area Studies,,,,9,5,16,13,8,10,8
10007789,University of East Anglia,D,27,English Language and Literature,,,,14,6,10,12,11,13,13
10007789,University of East Anglia,D,28,History,,,,6,15,12,11,8,6,6
10007789,University of East Anglia,D,30,Philosophy,,,,2,2,5,4,1,1,3
10007789,University of East Anglia,D,32,"Art and Design: History, Practice and Theory",,,,7,1,3,9,5,6,4
10007789,University of East Anglia,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,11,11,11,15,10,6,5
10007144,University of East London,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,4.5,1.67,7.67,2,4.5,5,9
10007144,University of East London,A,4,"Psychology, Psychiatry and Neuroscience",,,,7.5,6.5,12.5,1,6,4,2
10007144,University of East London,B,11,Computer Science and Informatics,,,,1,1,6.33,5,5,5,9
10007144,University of East London,B,12,Engineering,,,,3,0,3.5,0,4,5,2
10007144,University of East London,C,13,"Architecture, Built Environment and Planning",,,,0.5,0,1.5,0,3,4,2
10007144,University of East London,C,17,Business and Management Studies,,,,2.5,1,1,8,3,7,4
10007144,University of East London,C,18,Law,,,,0.5,0,0,2,1.5,3,2
10007144,University of East London,C,20,Social Work and Social Policy,,,,1.5,1.67,2,1,0,3,3
10007144,University of East London,C,21,Sociology,,,,10,9.16,15.66,7.33,14.33,8.67,2
10007144,University of East London,C,23,Education,,,,1,0,1,2,3.5,1,2
10007144,University of East London,D,32,"Art and Design: History, Practice and Theory",,,,1,9,4.5,7,5.33,3,2
10007144,University of East London,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,0,0,1.67,0,0.66,0,0
10007144,University of East London,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,4,3,5.67,1.67,3.18,1.33,4
10007823,Edge Hill University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,0,1,0,1,1,3,7
10007823,Edge Hill University,A,4,"Psychology, Psychiatry and Neuroscience",,,,1,0,2,2,6,0,0
10007823,Edge Hill University,A,5,Biological Sciences,,,,0,0,0,2,2,1,4
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,1,0,3,0,1,0,4
10007823,Edge Hill University,C,14,Geography and Environmental Studies,,,,0,0,0,0,0,0,2
10007823,Edge Hill University,C,17,Business and Management Studies,,,,0,0,2,0,0,2,2
10007823,Edge Hill University,C,18,Law,,,,1,0,1,1,1,2,2
10007823,Edge Hill University,C,20,Social Work and Social Policy,,,,1,0,0,1,0,1,0
10007823,Edge Hill University,C,23,Education,,,,0,0,2,1,1,2,5
10007823,Edge Hill University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,0,3,2,3,1,7,4
10007823,Edge Hill University,D,27,English Language and Literature,,,,2,1,2,4,4,1,5
10007823,Edge Hill University,D,28,History,,,,0,0,0,1,1,1,3
10007823,Edge Hill University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,0,0,0,2,1,3,1
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,84.36,99.41,107.88,116.42,104.26,89.55,109.02
10007790,University of Edinburgh,A,4,"Psychology, Psychiatry and Neuroscience",,,,38.65,46.75,48.69,60.47,45.43,52.56,53.99
10007790,University of Edinburgh,A,5,Biological Sciences,,,,62.34,52,65.96,54.57,66.12,62.49,62.69
10007790,University of Edinburgh,A,6,"Agriculture, Food and Veterinary Sciences",,,(joint submission with SRUC),27.05,28.91,45.1,33.54,46.47,34.39,35.95
10007790,University of Edinburgh,B,7,Earth Systems and Environmental Sciences,,,,36,41.49,41.03,43.9,42.61,53.15,45.65
10007790,University of Edinburgh,B,8,Chemistry,,,(joint submission with University of St Andrews),25.25,39.25,39.74,41.55,45.5,36.85,47
10007790,University of Edinburgh,B,9,Physics,,,,34.26,26.5,29.72,32.64,30.75,23.33,48.57
10007790,University of Edinburgh,B,10,Mathematical Sciences,,,(joint submission with Heriot-Watt University),12.3,12.75,19.8,7.5,12.39,10.48,24.69
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,34.85,50.3,49.75,37.24,55.99,33.73,52.82
10007790,University of Edinburgh,B,12,Engineering,,,(joint submission with Heriot-Watt University),44.89,57.94,51.33,59.88,72.91,79,82.4
10007790,University of Edinburgh,C,13,"Architecture, Built Environment and Planning",,,(joint submission with Heriot-Watt University),12.1,7.63,11.73,20.91,20,10.87,7.25
10007790,University of Edinburgh,C,16,Economics and Econometrics,,,,4,2,9,7,8,3,6
10007790,University of Edinburgh,C,17,Business and Management Studies,,,,24.9,23.75,19.8,13.45,21.35,26.35,18.7
10007790,University of Edinburgh,C,18,Law,,,,19.4,11.6,20.7,21.25,26.1,14.3,17.14
10007790,University of Edinburgh,C,19,Politics and International Studies,,,,3.8,16.3,8.5,10.05,9,7.85,9.4
10007790,University of Edinburgh,C,20,Social Work and Social Policy,,,,15.55,22.95,14.8,16.15,17.5,18.3,18.24
10007790,University of Edinburgh,C,21,Sociology,,,,21.6,19.4,26.5,17.45,16.8,23.5,20.71
10007790,University of Edinburgh,C,22,Anthropology and Development Studies,,,,10.2,13.6,9.6,17.2,9.65,19.55,16.15
10007790,University of Edinburgh,C,23,Education,,,,15.55,13.5,14.9,28.08,16.15,12.8,18
10007790,University of Edinburgh,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,4.35,6,8.75,6.6,4.15,6.65,3.97
10007790,University of Edinburgh,D,26,Modern Languages and Linguistics,,,,16.7,25.5,20.5,20.75,24.77,26.8,27.21
10007790,University of Edinburgh,D,27,English Language and Literature,,,,18,22.7,9.5,17.45,12.4,23.6,23.1
10007790,University of Edinburgh,D,28,History,,,,10.7,19.2,18.9,24.85,20.5,15.55,12.8
10007790,University of Edinburgh,D,29,Classics,,,,7.7,8,12.8,10.5,16.4,10.5,7.3
10007790,University of Edinburgh,D,30,Philosophy,,,,13,10.7,8.6,10.7,7,11.31,11.55
10007790,University of Edinburgh,D,31,Theology and Religious Studies,,,,30.8,23.85,29.3,19.45,30.9,25.65,29
10007790,University of Edinburgh,D,32,"Art and Design: History, Practice and Theory",,,,10.5,13.07,6.67,15.18,12.81,8.99,13
10007790,University of Edinburgh,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,13.2,7.95,11.45,8.27,13.09,13.09,11.7
